Testing J48 completed in 128444935 (ns) or 0.128444935 (s)
J48 Performance:

TP:	1131.0
TN:	80900.0
FP:	9096.0
FN:	65.0
Accuracy:	89.95416264584613
Precision:	11.058961572308595
Recall:	94.56521739130434
Specificity:	89.89288412818347
NPV:	99.91971839683814	(Negative Predictive Value)
MCC:	0.30450590591713694	(Matthews Correlation Coefficient)
F-Score:	0.19802153549855556
Kappa:	0.17873492688770956
G-Mean:	0.921994584014082

Missclassified instances:
106.421875,50.2524267721,0.6186663355,0.8448489573,114.109336609,48.0578148231,0.4179085969,-0.0696064016,1,FN
122.453125,62.8820646348,0.2887842601,-0.7404488612,138.013685239,68.1786459949,-0.4874814894,-0.8950533506,1,FN
95.421875,60.526544974,0.747978625,-0.3751778223,138.133497133,62.9425803356,-0.2942095071,-0.9219009116,1,FN
93.234375,47.6155640874,1.0780112396,2.3953067701,77.2534965035,42.606220812,1.1575982634,1.5489897943,1,FN
114.40625,54.4698077924,0.7233514445,0.4030094759,88.1570247934,65.737361106,0.7734130686,-0.6124021304,1,FN
89.5625,60.6366934599,0.7523482427,-0.3585518049,156.206773619,59.3467010256,-0.6525835301,-0.6573061233,1,FN
75.921875,50.1729211974,1.3695487184,2.9151710448,77.0924586777,51.0501079763,1.0024138094,0.7164759737,1,FN
78.5625,51.3690309793,1.3451167824,2.2990856943,96.5567375887,61.2669416673,0.3798475816,-0.8670999112,1,FN
116.125,44.0583774667,0.765224651,1.6029145139,111.88884535,56.778245158,0.3846096321,-0.8581763797,1,FN
91.703125,57.9174195751,1.3595314914,0.9608729915,113.75203252,56.0763213082,0.3328385777,-0.5315824952,1,FN
99.484375,58.5798045905,0.6844976978,-0.4427233673,121.739252995,83.7874877211,0.0767579379,-1.5090570092,1,FN
64.9375,44.1247786822,1.666404461,4.4542133259,72.5220711047,35.8362374182,1.0610448769,1.4221903027,1,FN
74.0625,47.8107842829,1.2760530376,2.3880517033,82.1130153999,41.1050281933,0.906725904,1.3145616296,1,FN
107.65625,58.1079864213,0.464960194,-0.1854554389,91.4466120432,60.5647461936,1.1055913493,0.0785568797,1,FN
115.75,52.5071423713,0.707116933,0.1866033449,115.441870629,75.4828771611,0.146133244,-1.4737189637,1,FN
68.40625,47.7456538434,1.5152352663,3.401882266,89.8965617716,48.8564338687,0.6031588293,-0.2363730202,1,FN
107.65625,59.2231528706,0.7210633888,0.477434092,78.6104312354,45.0930375525,1.442610959,2.1752679705,1,FN
92.890625,54.5636432261,1.1371408855,1.2117634388,134.381422925,58.9154848783,-0.1845681523,-1.0390227384,1,FN
111.078125,57.19656477,0.5049600253,-0.4786487304,153.207988981,68.565582545,-0.6279706674,-0.9327181203,1,FN
92.546875,45.4443099049,1.2701660253,2.6749800664,108.121067821,51.7026203964,0.2360537636,-0.3150572761,1,FN
92.046875,50.7932173399,1.3530203507,1.9136435178,85.3109630335,51.7701131509,0.5683432837,-0.5065988703,1,FN
62.21875,63.0952822994,1.698667797,1.551409671,109.362470862,59.3285493956,0.3607242905,-0.7323387475,1,FN
91.21875,57.2981426264,1.2015995755,1.2430314871,118.751082251,53.0617960643,0.3450970599,-0.646225793,1,FN
114.109375,60.1963239086,0.0606752621,-0.6304632424,166.556958474,50.9312145821,-0.833552724,-0.0477705999,1,FN
77.703125,53.9081045877,1.1844787577,1.4278919358,120.809155384,52.0961920271,-0.03435574,-0.7691782463,1,FN
75.90625,60.3025493735,1.2756217502,0.9074252868,116.825563326,53.8038347447,0.3452264421,-0.4981856971,1,FN
113.375,66.0365665749,0.5554722848,-0.5225086138,129.740334378,75.2038189984,-0.0803885564,-1.3241810145,1,FN
83.734375,52.7702100466,1.1328183728,1.6708619946,117.03030303,43.7164274255,0.193092694,-0.2366475058,1,FN
112.28125,48.1519303708,0.7120832628,1.5655550235,88.0551948052,47.4693417244,0.6961389205,-0.4525195074,1,FN
115.90625,61.6980344982,0.3918785948,-0.6567936162,146.194760101,54.3479275837,0.0344834189,-0.929679027,1,FN
84.171875,49.7134145275,1.2162313262,2.3454997644,78.5810867294,46.0997505265,1.0526373922,0.5327913552,1,FN
92.453125,52.5255680858,1.2345040406,2.0309710332,103.868921776,55.0030534065,0.1357958788,-0.736928198,1,FN
92.546875,45.4443099049,1.2701660253,2.6749800664,108.121067821,51.7026203964,0.2360537636,-0.3150572761,1,FN
72.96875,62.0586841098,1.2074351127,0.3501335219,153.441148325,74.4847241264,-0.6631307328,-0.8669662223,1,FN
67.765625,56.4797370157,1.5102181039,1.6003829656,112.392998955,64.8720861241,0.2337847525,-1.0667175859,1,FN
78.96875,55.4788723158,1.1314273852,1.076592305,112.91640178,61.74835718,0.3271231261,-0.9049379271,1,FN
109.859375,67.1248526971,0.5681145774,-0.6296668805,174.705099778,53.5029430832,-0.7214411385,-0.3185771493,1,FN
106.453125,40.1446329256,1.275037597,3.2949902832,84.9074380165,47.3032639304,0.9339110132,-0.0181908104,1,FN
93.75,52.7505924137,1.2763258577,2.0264674737,117.525549614,69.8595894696,-0.0301043412,-1.366004054,1,FN
129.0,61.831929454,0.1038041204,-0.8539197441,161.391996892,65.6223492827,-0.5655024519,-0.9488359044,1,FN
126.953125,51.7872540084,0.4955819235,0.2389773801,108.599946837,73.9654392907,0.2251740886,-1.5302399794,1,FN
58.34375,68.187063186,1.700117175,1.5070030611,65.8965617716,60.7743789742,1.1614748309,0.2252643255,1,FN
86.96875,57.3737659862,1.1779702574,1.0995825528,134.028251263,70.5386427235,-0.4164616231,-1.2261155325,1,FN
87.0,45.4322985331,1.3377655237,3.0124867101,115.244139508,51.9425714923,0.2420885671,-0.627020635,1,FN
122.015625,62.7130100606,0.1286627365,-0.8995264553,96.6365711914,68.787646225,0.6813618147,-0.896672117,1,FN
64.9375,60.2818575008,1.3521092073,0.9407147822,142.435842803,59.7636178008,-0.4377921808,-0.5794831636,1,FN
95.609375,54.7644436392,1.344872966,1.4538980629,144.124289773,68.0611212675,-0.2710495721,-1.0859159968,1,FN
116.796875,70.7427513264,0.4910692836,-1.0240826427,158.669146006,70.1031464465,-0.5476902315,-0.8912616668,1,FN
83.59375,87.8497863454,0.6932539157,-1.1459204663,107.944077135,72.632498186,0.0799031255,-1.2103024374,1,FN
67.125,54.944716534,1.623989806,2.3836164774,120.667011019,53.3513194953,0.17750094,-0.3763794075,1,FN
67.78125,50.1215612131,1.6847885349,3.1353670622,97.2207207207,56.5330385872,0.7790785308,-0.0630951297,1,FN
102.359375,61.7460442021,0.779615784,-0.075974393,135.75094697,59.401963567,-0.0446513219,-0.8759398521,1,FN
124.984375,63.9466311142,0.1720640776,-0.8774129091,102.535569106,69.9299699231,0.5927432268,-0.9979431799,1,FN
77.21875,58.4835630621,1.2297839611,0.9230729434,140.307713499,51.196093827,0.2406562409,-0.6166987801,1,FN
77.546875,55.9762588312,1.3546626723,1.1948763101,109.551638837,57.4955884848,0.5029147958,-0.4595039985,1,FN
103.78125,58.8141853505,0.7284373456,0.0639873469,110.613505747,70.8711037323,0.2989456889,-1.293921509,1,FN
65.28125,59.2870318741,1.5838405213,1.6554419005,137.574211503,65.9716602291,-0.1797280084,-1.0595270004,1,FN
95.9375,58.2829507125,0.7496960917,-0.1361293155,133.260683761,49.0657871535,-0.3842078464,-0.4555876777,1,FN
67.296875,75.8653576426,1.3891287097,0.4545813464,90.5192165558,67.2695719252,0.6265139387,-0.8335622676,1,FN
85.140625,43.4323709877,1.2711092397,3.0426399935,73.0126804526,34.2988618091,1.386791761,2.7506125229,1,FN
85.296875,48.2097240216,1.2407774949,2.7236878589,147.111384111,61.588365977,-0.1970329532,-1.0678005263,1,FN
67.53125,59.3711758637,1.4346755242,1.2538418149,86.436627141,60.8903797184,0.746755775,-0.4682448693,1,FN
67.0625,45.621703648,1.6153124212,4.3287933885,81.3307776561,37.4660967124,0.6581041591,1.3128610774,1,FN
81.5625,53.7790255932,1.3497232525,2.0939264134,93.1985206395,52.8790298634,0.6951521524,-0.3177742229,1,FN
98.0,51.9522015895,1.2256190844,2.5231976441,82.3504784689,52.7692946391,1.1841183559,0.8767890742,1,FN
95.6875,50.8889339027,0.9269711994,1.2908653223,100.914481352,53.2422756698,0.6803163067,-0.6344657024,0,FP
76.515625,39.8916470688,1.378914447,4.6274487251,114.003430532,43.8830960331,0.1243636742,-0.7055753284,0,FP
78.8125,46.4152032609,0.813774123,1.7412117125,86.9155011655,35.5819562493,0.6124934115,0.5728389862,0,FP
82.703125,45.7778875685,0.9327810543,1.7377461035,117.043997669,44.3566986173,-0.006610238,-0.8731380191,0,FP
85.59375,46.5972500362,1.0128688643,1.9124798219,94.4918495298,35.9227952246,0.4457602379,0.1733098086,0,FP
